login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
aba,405-0559383-2213112,287076233412,tt/d141997345,NORMAL,44551,823.53,,ES,ES,ES,GMAIL.COM,10.90.112.132,CC,63,1,1,4,1,2,Banco Bilbao Vizcaya Argentaria S.A. (Bbva),,ES,--,ACORUA,15702,50,3.936625,953.947817,2024-11-02 21:26:49.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,88,,,,,af0e8ad12efbc9990e10b0f6b103cc90,2024-11-07 00:00:00.000
abd,405-1298611-9823513,72522885312,tt/d141997345,NORMAL,5,891.59,BE,BE,,BE,GMAIL.COM,178.51.237.142,Bancontact,"23,107",1,0,4,1,2,,E3e7GdbDsGdDm5VK/Mh2bw==,FR,BRU,,6220,50,81.3939,1580.320579,2024-11-03 21:09:52.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,a784c0571dba56c984f29773efafcdc1,2024-11-07 00:00:00.000
abb,405-4219230-5851558,9179294625,tt/d141997345,NORMAL,35691,1237.95,,IT,,IT,HOTMAIL.IT,10.89.182.111,Installments,"23,107",1,1,4,1,3,,RqgcTAucvN50i+VCVcvdng==,IT,--,CARRARA,54033,4,41.719334,3624.83813,2024-10-31 09:41:37.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,4daa825d404143778e574f9b516042a5,2024-11-07 00:00:00.000
abc,406-4063002-0241909,154564615612,tt/d141997345,NORMAL,35691,1547.74,,IT,IT,IT,GMAIL.COM,10.90.146.135,CC,107,1,1,4,1,1,CARTASI S.P.A.,,IT,--,MILANO,20157,50,16.330233,1014.993405,2024-10-31 16:22:18.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,dfb55a38aa347a6a2a88897f93bb2d6e,2024-11-07 00:00:00.000
aba,407-7713000-9885106,704578203212,tt/d141997345,NORMAL,35691,1320.56,,LB,IT,IT,GMAIL.COM,10.89.187.19,CC,107,1,1,4,1,1,Intesa Sanpaolo Spa,,IT,--,CASERTA,81020,32,7.105156,169.238883,2024-10-31 13:22:29.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,41b20724fce2e606bca5d561360e9280,2024-11-07 00:00:00.000
abd,407-8951819-7107563,10615490225,tt/d141997345,NORMAL,35691,1320.56,,IT,,IT,GMAIL.COM,10.80.188.228,"CC,GC",107,1,1,4,0,1,Intesa Sanpaolo Spa,nNFikz7BBx3EhSgwi5Zqvg==,IT,--,MILANO,20099,32,3.846966,3517.948528,2024-10-30 19:18:13.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,e8ab40bfb38e8eb8dff1ae3d61f8cbea,2024-11-07 00:00:00.000
abb,407-8976037-7801104,11423523325,tt/d141997345,NORMAL,44551,1105.13,ES,ES,,ES,GMAIL.COM,87.217.65.59,Installments,107,1,0,4,1,1,,,ES,MD,MADRID,28440,0,359.415822,2556.005799,2024-11-06 22:05:51.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,cfb7c48fd6ab8b90d94333bfa88819e7,2024-11-07 00:00:00.000
abc,408-2909158-4869102,15954933525,tt/d141997345,NORMAL,44551,873.14,ES,ES,,ES,,92.53.218.144,Installments,107,1,0,4,1,1,,wPoL0d2pnEdAwIf4ZHjMCw==,ES,GA,ACORUA,15706,2,447.548912,1198.637477,2024-10-31 15:54:46.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,04e0d383292375fe85fb0c1136511967,2024-11-07 00:00:00.000
aba,408-5499171-2668314,97037498012,tt/d141997345,NORMAL,44551,1191.75,,ES,ES,ES,,10.90.163.61,CC,107,1,0,4,1,1,Banco Santander S.A.,,ES,--,MADRID,28917,17,181.476925,1634.205385,2024-10-30 11:57:02.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,c2e0909484b964b23de4bab99aa3adea,2024-11-07 00:00:00.000
abd,171-5954642-0645161,37058247402,tt/d141997345,NORMAL,35691,880.81,,TR,TR,IT,MSN.COM,10.88.152.83,CC,63,1,0,4,1,2,Yapı Kredi Bankası,DlHxqZM/meDyQ5OggjbJ+g==,UNKNOWN,--,RM,00184,27,10.551673,1506.561245,2024-11-07 07:22:57.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,83,,,,,6afb7292fc63183cd230bd6a4270304d,2024-11-07 00:00:00.000
abb,171-7950350-8202758,28384510712,tt/d141997345,NORMAL,5,881.12,,FR,FR,FR,YAHOO.FR,10.80.255.146,CC,107,1,0,4,1,1,Credit Agricole S.A.,goOPOvli9WbPXHbhCdcKXQ==,FR,--,,91200,11,12.322021,2290.923178,2024-11-02 17:23:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,c31aa3dd2575997e5b2f1f78b230d263,2024-11-07 00:00:00.000
abc,402-7335683-7857104,27813512112,tt/d141997345,NORMAL,5,1010.24,FR,FR,,FR,HOTMAIL.COM,80.214.156.156,Installments,107,1,1,4,1,1,,ZAYuH5tL82/LQf896GvIrg==,FR,PAC,,69100,50,58.33875,913.875579,2024-11-02 17:29:45.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,0b5a83975173a009959845c44155ad9b,2024-11-07 00:00:00.000
aba,404-5227502-7714713,10839080225,tt/d141997345,NORMAL,44551,1188.18,,ES,,ES,LIVE.COM,10.90.161.41,Installments,107,1,1,4,1,1,,fJg9vcjVZRPk5wtzpXQcGA==,ES,--,PALENCIA,34001,50,6.182966,2645.52292,2024-10-29 14:33:12.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,7ff37b0bc21410906bebba42dbe84085,2024-11-07 00:00:00.000
abd,406-1822710-9606726,120923133512,tt/d141997345,NORMAL,5,1562.58,,FR,FR,FR,GMAIL.COM,10.91.68.36,CC,"23,107",1,1,4,1,2,,,FR,--,,31200,35,21.378876,1596.751619,2024-10-30 09:03:48.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,2fe737a46c2b7056ecc6405a9af41bb3,2024-11-07 00:00:00.000
abb,702-7912419-1645048,554757905002,tt/d141997345,NORMAL,7,271.29,,CA,CA,CA,GMAIL.COM,10.90.47.133,"CC,GC",147,1,1,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,ON,M4C5M7,50,,214.292126,2024-10-28 18:46:10.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,23c450080f8446d92635a1b29407e2ed,2024-11-07 00:00:00.000
abc,111-5290486-2214645,964215356302,tt/d141997345,NORMAL,1,5899.0,US,US,US,US,GMAIL.COM,98.16.93.209,CC,"86,201,469",1,1,3,1,5,,E3e7GdbDsGdDm5VK/Mh2bw==,US,GA,GA,39823-1532,4,0.0,0.0,2024-11-06 02:38:35.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,83,,,,,9d2122b9f4d461d237b266e3f9f86419,2024-11-07 00:00:00.000
aba,171-6442981-8667520,266945294412,tt/d141997345,NORMAL,5,877.13,,FR,,FR,GMAIL.COM,10.80.179.220,GC,107,1,0,4,1,1,,/s/dk5gXTy1Z5WxJiOsJyg==,FR,--,,76140,2,1016.162975,1046.05066,2024-10-29 23:04:13.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,4334d0113fe35027c14cd8d02e3cc406,2024-11-07 00:00:00.000
abd,402-2021513-0894758,14045140025,tt/d141997345,NORMAL,35691,2014.89,IT,IT,IT,IT,OUTLOOK.IT,31.171.136.245,CC,"23,147",1,1,4,1,3,CARTASI_SPA,qZ61ATkp0rU+wRZuwcbkjA==,IT,--,BS,25068,40,21.07022,1374.795868,2024-10-31 13:50:20.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,8f0dae18b0b7839d8fd59df9ea55640c,2024-11-07 00:00:00.000
abb,402-9017324-7414753,37931158805,tt/d141997345,NORMAL,44551,733.85,PT,PT,PT,PT,GMAIL.COM,2001:08a0:6ecc:ff00:b50a:de11:4922:1b3b,CC,147,1,0,4,1,2,Banco Comercial Portugues S.A.,YIE+eeZT4pAGas1D0kmBPg==,US,--,OEIRAS,2740-031,50,45.57713,2847.811019,2024-11-05 09:34:34.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,b004720dbb5a386d5962ad107097e537,2024-11-07 00:00:00.000
abc,403-1017428-6999506,545243359902,tt/d141997345,NORMAL,35691,710.54,IT,IT,IT,IT,ICLOUD.COM,195.223.19.38,CC,63,1,0,4,1,1,AMERICAN EXPRESS,gOHHy0paV11+yv83i3qB/w==,US,--,BERGAMO,24052,10,117.214838,117.214838,2024-11-03 01:33:49.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,9a5dbfd9007806d3a981ac834ddafac1,2024-11-07 00:00:00.000
aba,403-2459229-8269966,785443305512,tt/d141997345,NORMAL,44551,1007.11,,ES,ES,ES,GMAIL.COM,10.90.192.66,CC,147,1,1,4,1,1,Caixabank S.A.,MN/IOv++dcTjtijgPfvvJw==,ES,--,CATALUA,17740,50,1.822817,60.160514,2024-11-04 00:57:54.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,78e92bfd7909df105f9e18dcec850b3f,2024-11-07 00:00:00.000
abd,404-8290135-9787516,46682898312,tt/d141997345,NORMAL,44551,1440.49,ES,ES,ES,ES,GMAIL.COM,2a09:bac3:3137:245a:0000:0000:039f:005f,CC,107,1,0,4,1,1,,QagfgRbtv/sWSekItRCcvQ==,ES,MD,MADRID,28033,47,20.904988,1973.861053,2024-11-04 16:41:18.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,1b8290eaccba1d0b2b9643718bef0a49,2024-11-07 00:00:00.000
abb,404-8961678-3714717,473021929612,tt/d141997345,NORMAL,44551,1645.84,,FR,FR,FR,GMAIL.COM,10.91.48.111,CC,107,1,0,4,0,1,Revolut,,GB,--,,31470,50,8.132055,475.967021,2024-10-31 11:01:49.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,291df767a0849d1c8293d8385aca2d4c,2024-11-07 00:00:00.000
abc,405-1797440-2761954,23494646012,tt/d141997345,NORMAL,35691,1166.82,IT,IT,,IT,GMAIL.COM,87.8.161.50,Installments,"107,193",1,1,4,1,3,,J40ggSkZq5m4S/nAXe3hKA==,IT,--,TV,31011,22,22.525266,1966.052477,2024-11-04 21:53:55.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,23316d1435a7b365d839a7aa677b7fbb,2024-11-07 00:00:00.000
aba,405-4389518-9564340,8160347212,tt/d141997345,NORMAL,35691,1544.24,IT,IT,,IT,LIVE.IT,78.209.116.123,"CC,GC",107,1,1,4,1,1,PostePay,fOdRQlfUpQyKQ9P0LppkbQ==,IT,--,AL,15037,42,0.31419,131.426921,2024-11-04 01:22:15.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,4aa80c65070e71c7cbe9ff3a2dcd5b96,2024-11-07 00:00:00.000
abd,405-6952528-9701951,21379715112,tt/d141997345,NORMAL,5,1029.06,,FR,,FR,,10.91.66.189,Installments,107,1,0,4,1,3,,,FR,--,,72270,2,167.92633,739.081909,2024-10-30 13:55:23.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,598ebac8178eac13fab79f276626c523,2024-11-07 00:00:00.000
abb,406-6383122-2952335,19171322925,tt/d141997345,NORMAL,35691,1331.94,IT,IT,,IT,GMAIL.COM,2a02:b125:0012:c5c4:49a8:9cd7:8ab5:a914,"BancomatPay,GC",107,1,0,4,1,1,,24h/yGPEYsRsPAW1jiHdwg==,IT,--,BARLETTAANDRIATRANI,76123,50,20.015463,2666.889514,2024-11-02 06:37:02.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,2729ec72bfa1f6cef2d2230d2bf639fa,2024-11-07 00:00:00.000
abc,407-4150402-0254728,20219943135,tt/d141997345,NORMAL,44551,957.68,ES,ES,ES,ES,GMAIL.COM,85.52.243.25,CC,107,1,1,4,1,1,CAIXABANK_SA,goOPOvli9WbPXHbhCdcKXQ==,ES,MD,MADRID,28850,50,1.078345,377.071794,2024-10-30 11:02:36.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,6dadcd7096eef2f952b389e4a0e2dcc7,2024-11-07 00:00:00.000
aba,408-8917502-3717923,15475592125,tt/d141997345,NORMAL,35691,1323.84,,IT,,IT,HOTMAIL.COM,10.90.52.47,Installments,107,1,0,4,1,1,,p5tQltMEcJ3hc/b/hS8U8g==,IT,--,CATANIA,95037,25,42.494023,2301.870563,2024-10-29 18:23:32.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,61d6d9b94401b95fad4efa712edd0b7c,2024-11-07 00:00:00.000
abd,111-1916926-1650647,863876008902,tt/d141997345,NORMAL,1,538.99,,US,,US,PROTON.ME,10.89.171.1,"CC,GC",107,1,1,4,1,1,,OCKbyiBBy0BeXkBbSSHy1A==,US,--,VA,22101-4401,50,1.967121,139.270733,2024-11-05 23:49:06.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,871f2d9aa7af228b9a018d4354311584,2024-11-07 00:00:00.000
abb,303-7612691-4800332,38265082212,tt/d141997345,NORMAL,4,1067.02,PL,PL,,PL,GMAIL.COM,79.184.251.168,GC,107,1,0,4,0,1,,hrrMe8anXjcZh0PzXIzwww==,DE,--,,04-987,50,0.06287,1987.9475,2024-11-04 11:00:26.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,89b7607994430869754ec8f16211024a,2024-11-07 00:00:00.000
abc,402-5115138-1609136,48817391712,tt/d141997345,NORMAL,35691,1002.56,,IT,IT,IT,HOTMAIL.IT,10.81.94.219,CC,107,1,1,4,1,1,UNICREDIT SPA,vOtATqrnGUWOaPK9EwQfbw==,IT,--,TO,10122,50,23.073131,2042.125365,2024-11-02 22:58:45.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,f0927b7a8762f5ba6f2fe1334535dc85,2024-11-07 00:00:00.000
aba,407-0111044-8614721,7805622412,tt/d141997345,NORMAL,5,1521.22,FR,FR,,FR,GMAIL.COM,2001:0861:2402:3560:74cd:f769:a8ff:7703,Installments,107,1,1,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,FR,IDF,,80140,50,57.29397,2600.099942,2024-11-02 18:47:20.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,c71045d0e2432889ff0a456fb216963a,2024-11-07 00:00:00.000
abd,171-7568331-1902733,811412968912,tt/d141997345,NORMAL,44551,1550.52,PT,PT,PT,PT,GMAIL.COM,92.250.98.223,CC,"79,107",1,1,1,1,2,,mXn2cdJR5t+bk1ETZP27pw==,ES,--,PORTO,4350-173,50,7.368183,7.368183,2024-10-28 22:51:26.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,79,,,,,041e0e4ed529512a09cdafeca0cb8f90,2024-11-07 00:00:00.000
abb,205-1715931-3499533,8998388735,tt/d141997345,NORMAL,3,862.47,GB,GB,GB,GB,OUTLOOK.COM,86.27.160.36,CC,504,1,1,4,0,1,NatWest,khg2SE6P78AqjLKuRd++Tw==,GB,EN,KENT,BR5 2RH,29,1.468067,3987.164479,2024-11-04 13:48:40.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,f104b8c0cd4902fc73bad74656d98dfe,2024-11-07 00:00:00.000
abc,303-2486310-2482725,15463352912,tt/d141997345,NORMAL,4,930.03,AT,AT,AT,AT,HOTMAIL.DE,193.171.114.110,CC,"23,107",1,1,4,1,3,,e1TgDxM4oo7+9qmg50rxmA==,DE,--,,1210,50,283.419838,2536.407859,2024-11-02 12:35:35.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,488817d599105a9679a2cd0865920435,2024-11-07 00:00:00.000
aba,404-7857340-6930733,172084829912,tt/d141997345,NORMAL,44551,2390.89,ES,ES,ES,ES,GMAIL.COM,79.116.112.100,CC,107,1,1,4,1,2,CAIXABANK S.A.,LdeqjNdWcId663ywXqM0ug==,ES,MD,BURGOS,09006,50,39.781991,978.67044,2024-11-01 14:13:28.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,d427ecd8b004a10be445acca0ae1782b,2024-11-07 00:00:00.000
abd,404-9912363-7825143,526154651612,tt/d141997345,NORMAL,44551,1578.13,ES,ES,LT,ES,OUTLOOK.ES,185.137.143.158,CC,421,1,0,4,1,2,,CfA/N0kJ6+pK7uWcR3oiCA==,ES,MD,MIAJADAS,10100,47,223.894803,223.894803,2024-10-28 14:21:29.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,78,,,,,39cb6475acd2d2f602e47fae446a5572,2024-11-07 00:00:00.000
abb,407-3383890-1861124,793028245212,tt/d141997345,NORMAL,44551,2147.88,ES,ES,ES,ES,PROTON.ME,37.223.162.215,CC,107,1,0,1,1,2,Revolut,UAZy0XVa822fM5FrqD4B3w==,ES,MD,TARRAGONA,43500,16,8.060625,47.062882,2024-10-30 16:44:19.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,7e25c1c77d7258947ab6644ee4cf08c5,2024-11-07 00:00:00.000
abc,402-0158000-3593171,827732023912,tt/d141997345,NORMAL,5,1188.15,,FR,FR,FR,HOTMAIL.COM,10.90.197.10,CC,421,1,1,1,1,1,Banque Accord,vOtATqrnGUWOaPK9EwQfbw==,FR,--,,95360,8,0.0,0.0,2024-10-29 13:12:48.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,b1cd8bc4f6b00151f6c2b5738fe69b85,2024-11-07 00:00:00.000
aba,402-0565895-7119530,19010088225,tt/d141997345,NORMAL,35691,1323.84,,IT,,IT,GMAIL.COM,10.90.161.41,Installments,107,1,0,4,0,1,,h2vlZfLHzZ96HaSJaIAoWQ==,IT,--,LAQUILA,67051,16,340.812041,2332.02108,2024-10-29 13:36:41.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,34da069555cb99c16aec3c4d665c940d,2024-11-07 00:00:00.000
abd,402-5881384-9300349,13437927135,tt/d141997345,NORMAL,35691,1105.35,,IT,,IT,GMAIL.COM,10.91.240.29,"GC,Installments",107,1,1,4,1,1,,mXn2cdJR5t+bk1ETZP27pw==,IT,--,MILANO,20147,50,11.904317,2641.980741,2024-11-01 16:34:55.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,a88564ea8d66c188db63b57c64b4eba4,2024-11-07 00:00:00.000
abb,403-3721481-2655528,4963701012,tt/d141997345,NORMAL,44551,2389.71,ES,ES,ES,ES,GMAIL.COM,46.222.179.33,CC,107,1,0,4,1,2,,K4CpyscBfMjR4s81iiWvPA==,ES,MD,MADRID,28803,50,12.340625,2116.170521,2024-11-01 00:55:33.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,8c36779c9889fd0da1b495200713598c,2024-11-07 00:00:00.000
abc,405-2393598-4437956,657696163412,tt/d141997345,NORMAL,44551,1086.95,PT,PT,PT,PT,GMAIL.COM,185.174.156.3,CC,107,1,1,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,ES,--,BRAGANA,5300-111,50,8.330914,215.512396,2024-11-04 15:56:49.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,bc4afca88c7f0cca21c66b37bc2ae90a,2024-11-07 00:00:00.000
aba,405-9182820-6241928,463122777702,tt/d141997345,NORMAL,44551,1219.01,,ES,ES,ES,GMAIL.COM,10.88.156.58,CC,107,1,1,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,BR,--,BARCELONA,08026,50,9.091915,933.014021,2024-11-06 10:28:50.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,00960322c54de01edd0dd63de3adeb9c,2024-11-07 00:00:00.000
abd,406-4177455-6948326,747872235612,tt/d141997345,NORMAL,44551,1721.84,UA,UA,UA,PL,UKR.NET,172.252.230.35,CC,"23,107,229",1,0,4,0,5,,F6xr2rnCQmJoU23trLZhrA==,ES,DP,,64-000,50,13.602153,104.659803,2024-10-30 22:44:18.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,b20dd02561b80af05e11de7fd925f810,2024-11-07 00:00:00.000
abb,407-9159854-7393152,823938300112,tt/d141997345,NORMAL,35691,1214.14,IT,IT,IT,IT,NOWDIPLOMA.COM,79.10.172.202,CC,107,1,1,1,1,1,,wcsisB8aioEWBvOp7sh+Rw==,IT,--,MILANO,20139,5,8.072199,8.072199,2024-10-30 15:02:49.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,1626e79bc4b590f8f33de6299dce24ab,2024-11-07 00:00:00.000
abc,171-7412369-2909169,604092775012,tt/d141997345,NORMAL,44551,236.42,ES,ES,ES,ES,GMAIL.COM,90.167.31.55,CC,60,1,1,4,1,1,Revolut,RYmzuWWb3gZBNWkC1aKZlQ==,ES,MD,GRANADA,18500,26,8.619954,279.354896,2024-11-04 05:53:55.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,81,,,,,bd9de1e5f2da09cca935bf867748a52c,2024-11-07 00:00:00.000
aba,203-4229920-0744359,832678243112,tt/d141997345,NORMAL,3,999.29,,GB,GB,GB,GMAIL.COM,10.80.194.88,CC,107,1,0,1,1,1,Capital One (Europe) PLC,iTdca50pC1mOF4Ssq/eg6g==,GB,--,,BB1 8PY,2,0.0,0.0,2024-11-03 13:23:07.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,7a0b2cd8a5a3f1ac546e0373b5d8dc59,2024-11-07 00:00:00.000
abd,203-4571536-2282736,807704808712,tt/d141997345,NORMAL,3,708.04,,GB,GB,GB,GMAIL.COM,10.90.219.222,CC,267,1,0,3,1,1,,lNvDXdwnCKAmZIygZ4uG1Q==,GB,--,,OX2 6QU,25,28.345004,28.345004,2024-10-30 18:38:36.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,9e2ae9c363f40ac06f4ef618dd7031f5,2024-11-07 00:00:00.000
abb,204-4726725-9339540,19022639935,tt/d141997345,NORMAL,3,1188.56,,GB,GB,GB,GMAIL.COM,10.91.68.36,CC,107,1,0,4,1,1,Barclays Bank PLC,,GB,--,,SE18 5RS,15,12.316544,2840.088454,2024-11-02 21:00:44.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,adeb36cc30eee4ca4fe6b8cc7eca8f12,2024-11-07 00:00:00.000
abc,206-7240172-9401125,38492836112,tt/d141997345,NORMAL,3,291.45,,GB,GB,GB,ICLOUD.COM,10.90.226.156,CC,107,1,1,4,1,1,SANTANDER DIREKT BANK AG,nNFikz7BBx3EhSgwi5Zqvg==,GB,--,,CV6 1NB,50,4.229484,2165.897077,2024-11-04 17:00:59.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,3a0f01d7bcc64e5d6f63253568f6bae2,2024-11-07 00:00:00.000
aba,403-5586059-6393166,531195873512,tt/d141997345,NORMAL,5,811.62,,FR,,FR,GMAIL.COM,10.89.63.249,Installments,107,1,1,4,1,1,,ek3bA1x6WbDSreNUaBsbvQ==,FR,--,,91150,50,0.777515,390.843881,2024-11-03 09:27:24.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,104d2310b8aad2a0cc8f4205081749e5,2024-11-07 00:00:00.000
abd,403-6033252-7894733,272280875212,tt/d141997345,NORMAL,35691,1126.76,,IT,,IT,BLU.IT,10.89.168.4,Installments,107,1,0,4,1,1,,Md/3bf2OlLJrAwO7NKwzdQ==,IT,--,ROMA,00075,50,29.876484,31.589632,2024-11-01 11:33:52.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,f59ef6560a0de72dd68fe5797ca49a65,2024-11-07 00:00:00.000
abb,405-2988638-0845941,337195817212,tt/d141997345,NORMAL,35691,1437.68,,IT,IT,IT,GMAIL.COM,10.91.34.174,CC,107,1,1,4,1,1,ISTITUTO CENTRALE DELLE BANCHE POPOLARI ITALIANE,hxV91NjMkj4TIjqWUIunRg==,IT,--,BO,40122,5,7.454757,808.449305,2024-11-03 01:24:34.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,8cc27eac9a35fc79b7919004266e4abe,2024-11-07 00:00:00.000
abc,407-6730018-2991539,13965713135,tt/d141997345,NORMAL,44551,1550.18,,ES,ES,ES,GMAIL.COM,10.91.0.188,CC,107,1,1,4,1,1,ING BANK N.V.,73yg30TuH2nHUlvVveXUCQ==,ES,--,SANTACRUZDETENERIFE,38390,50,47.886456,2473.253169,2024-10-31 17:28:27.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,7d229886078161580dbabeda418ad5a5,2024-11-07 00:00:00.000
aba,407-8030237-3102768,213071458712,tt/d141997345,NORMAL,35691,1544.57,IT,IT,IT,IT,GMAIL.COM,5.90.201.191,CC,147,1,0,4,1,1,BANCO FINECO,8Zn7JpDsFG/2k1G+lyn27A==,IT,--,MILANO,20132,39,57.958772,737.694085,2024-11-05 12:15:59.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,db41f1f9a4e7bc8fcdbf85e15d331a16,2024-11-07 00:00:00.000
abd,026-6849151-8600335,876075762,tt/d141997345,NORMAL,3,1290.85,,GB,GB,GB,HOTMAIL.CO.UK,10.90.170.167,CC,107,1,1,4,1,1,,,GB,--,,CM14 5EL,5,2.254981,4759.859264,2024-11-02 14:57:47.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,93867a5097ec35f02b1014ca7ab4f962,2024-11-07 00:00:00.000
abb,112-2880053-6739466,47131289702,tt/d141997345,NORMAL,1,2235.52,,US,US,US,OUTLOOK.COM,10.161.27.185,CC,147,1,1,4,1,1,WELLSFARGO,mXn2cdJR5t+bk1ETZP27pw==,US,--,CA,95630-6682,50,4.402676,2374.177722,2024-10-29 00:12:45.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,18a53a01428d50fb9218508bba2987ba,2024-11-07 00:00:00.000
